frame_number,timestamp,raw_points_count,stable_points_count,display_points_count,raw_min_snr,raw_max_snr,raw_mean_snr,display_min_x,display_max_x,display_mean_x,display_min_y,display_max_y,display_mean_y,display_min_z,display_max_z,display_mean_z,display_min_doppler,display_max_doppler,display_mean_doppler,target_count,active_target_ids,presence
28,2026-06-01 16:14:00.906,88,0,0,8.880000114440918,1415.239990234375,180.54136657714844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,,1
29,2026-06-01 16:14:00.909,88,107,20,0.0,2521.0,209.22181701660156,-0.5180100202560425,0.6777650713920593,0.3140196204185486,0.36011847853660583,1.4754035472869873,0.9338110685348511,0.32710951566696167,1.108522653579712,0.78220534324646,0.0,0.13916000723838806,0.006958000361919403,0,,1
30,2026-06-01 16:14:00.911,85,186,28,6.239999771118164,2362.239990234375,249.71810913085938,-0.5180100202560425,0.6777650713920593,0.28043869137763977,0.36011847853660583,1.4754035472869873,0.8900068402290344,0.32710951566696167,1.108522653579712,0.8096292614936829,0.0,0.13916000723838806,0.004970000125467777,0,,1
31,2026-06-01 16:14:00.913,92,280,48,8.519999504089355,2422.760009765625,196.35694885253906,-0.5180100202560425,0.6777650713920593,0.20722860097885132,0.302238792181015,1.4754035472869873,0.8197319507598877,0.32710951566696167,1.108522653579712,0.7991592288017273,0.0,0.13916000723838806,0.0028991668950766325,0,,1
32,2026-06-01 16:14:00.915,87,369,64,8.519999504089355,1768.6400146484375,211.8004608154297,-0.5180100202560425,0.7291245460510254,0.19696874916553497,0.302238792181015,1.4754035472869873,0.8093751668930054,0.32710951566696167,1.108522653579712,0.8037372827529907,0.0,0.13916000723838806,0.0021743751130998135,1,0,1
33,2026-06-01 16:14:00.920,96,372,57,8.519999504089355,2402.0,173.135009765625,-0.5180100202560425,0.7291245460510254,0.2166231870651245,0.36011847853660583,1.4754035472869873,0.8011805415153503,0.46383336186408997,1.108522653579712,0.7908052206039429,0.0,0.0,0.0,1,0,1
34,2026-06-01 16:14:00.922,95,364,4,8.519999504089355,2517.35986328125,218.527587890625,0.23236672580242157,0.2960672378540039,0.2737616002559662,0.7219237089157104,0.7932025194168091,0.7660403251647949,0.5491796731948853,0.5884585976600647,0.5762613415718079,-0.06972000002861023,0.06972000002861023,-0.034860000014305115,1,0,1
35,2026-06-01 16:14:00.924,107,397,4,8.639999389648438,1675.0,152.42543029785156,0.23236672580242157,0.2960672378540039,0.2737616002559662,0.7219237089157104,0.7932025194168091,0.7660403251647949,0.5491796731948853,0.5884585976600647,0.5762613415718079,-0.06972000002861023,0.06972000002861023,-0.034860000014305115,1,0,1
36,2026-06-01 16:14:00.931,100,400,5,8.760000228881836,1668.52001953125,156.49600219726562,0.23236672580242157,0.3175468444824219,0.2825186550617218,0.7219237089157104,0.8997586965560913,0.7927840352058411,0.5491796731948853,0.655342698097229,0.5920776128768921,-0.06972000002861023,0.2088800072669983,0.013888001441955566,1,0,1
37,2026-06-01 16:14:00.934,80,399,5,0.5600000023841858,2434.35986328125,195.7165069580078,0.23236672580242157,0.3175468444824219,0.2825186550617218,0.7219237089157104,0.8997586965560913,0.7927840352058411,0.5491796731948853,0.655342698097229,0.5920776128768921,-0.06972000002861023,0.2088800072669983,0.013888001441955566,1,0,1
38,2026-06-01 16:14:00.937,94,400,3,8.760000228881836,2274.35986328125,186.89614868164062,0.23236672580242157,0.28814125061035156,0.2663263976573944,0.7219237089157104,0.7932025194168091,0.7686250805854797,0.5803648829460144,0.5884585976600647,0.5852885246276855,-0.06972000002861023,0.06972000002861023,-0.023240000009536743,1,0,1
